timestamp,open,high,low,close,volume
2025-07-10 10:25:00+03:00,111336.0,111377.72,111331.11,111363.89,27.28104
2025-07-10 10:30:00+03:00,111363.89,111375.66,111290.0,111349.5,40.76974
2025-07-10 10:35:00+03:00,111349.49,111349.5,111250.0,111250.01,31.19853
2025-07-10 10:40:00+03:00,111250.0,111285.01,111216.68,111277.32,34.05911
2025-07-10 10:45:00+03:00,111277.32,111295.11,111144.08,111255.01,33.27095
2025-07-10 10:50:00+03:00,111255.0,111255.01,111212.3,111224.59,32.19135
2025-07-10 10:55:00+03:00,111224.59,111233.46,111213.72,111230.0,25.21522
2025-07-10 11:00:00+03:00,111229.99,111229.99,111146.92,111146.93,63.63401
2025-07-10 11:05:00+03:00,111146.93,111159.36,111124.61,111125.01,18.13686
2025-07-10 11:10:00+03:00,111125.01,111143.0,111102.78,111123.94,22.84745
2025-07-10 11:15:00+03:00,111123.94,111276.92,111123.94,111276.91,60.30046
2025-07-10 11:20:00+03:00,111276.92,111276.92,111251.99,111263.0,15.5827
2025-07-10 11:25:00+03:00,111263.01,111263.01,111222.68,111260.33,26.2749
2025-07-10 11:30:00+03:00,111260.32,111297.0,111260.32,111274.82,20.86924
2025-07-10 11:35:00+03:00,111274.82,111370.0,111274.81,111349.96,28.93127
2025-07-10 11:40:00+03:00,111349.95,111398.96,111303.46,111386.89,53.9658
2025-07-10 11:45:00+03:00,111386.89,111396.0,111335.05,111335.06,28.65479
2025-07-10 11:50:00+03:00,111335.06,111335.06,111233.0,111243.99,28.38656
2025-07-10 11:55:00+03:00,111244.0,111244.12,111222.74,111233.33,33.48045
2025-07-10 12:00:00+03:00,111233.34,111258.0,111189.6,111189.6,22.74913
2025-07-10 12:05:00+03:00,111189.61,111212.83,111180.31,111180.32,18.82897
2025-07-10 12:10:00+03:00,111180.32,111180.32,111140.0,111160.37,18.64064
2025-07-10 12:15:00+03:00,111160.37,111211.12,111160.36,111200.01,18.45562
2025-07-10 12:20:00+03:00,111200.0,111200.01,111111.45,111115.42,18.45923
2025-07-10 12:25:00+03:00,111115.42,111139.25,111115.41,111130.0,15.3041
2025-07-10 12:30:00+03:00,111130.0,111130.0,111123.32,111127.99,15.00302
2025-07-10 12:35:00+03:00,111127.98,111172.31,111097.11,111130.5,71.37764
2025-07-10 12:40:00+03:00,111130.51,111130.51,111086.27,111086.28,17.65239
2025-07-10 12:45:00+03:00,111086.27,111111.35,111086.27,111086.72,26.95104
2025-07-10 12:50:00+03:00,111086.73,111093.59,111076.76,111084.28,19.32806
2025-07-10 12:55:00+03:00,111084.28,111084.28,111021.57,111041.36,24.2202
2025-07-10 13:00:00+03:00,111041.37,111088.08,111014.7,111014.7,29.67884
2025-07-10 13:05:00+03:00,111014.7,111014.71,111011.0,111011.0,7.43777
2025-07-10 13:10:00+03:00,111011.01,111011.01,110991.16,110991.17,15.3127
2025-07-10 13:15:00+03:00,110991.16,111053.24,110991.16,111024.93,28.93253
2025-07-10 13:20:00+03:00,111024.92,111024.93,110993.25,111009.88,19.9871
2025-07-10 13:25:00+03:00,111009.88,111009.89,111008.4,111009.88,11.08554
2025-07-10 13:30:00+03:00,111009.87,111048.87,111009.87,111048.86,17.59477
2025-07-10 13:35:00+03:00,111048.86,111054.82,111039.86,111046.54,23.89108
2025-07-10 13:40:00+03:00,111046.53,111046.54,110912.0,110944.01,48.5297
2025-07-10 13:45:00+03:00,110944.01,110953.95,110870.33,110903.32,76.95591
2025-07-10 13:50:00+03:00,110903.32,111041.56,110903.31,111035.67,41.30758
2025-07-10 13:55:00+03:00,111035.67,111098.3,111026.84,111088.51,35.36172
2025-07-10 14:00:00+03:00,111088.51,111088.52,111020.0,111054.84,32.34229
2025-07-10 14:05:00+03:00,111054.84,111169.2,111054.84,111125.8,31.48979
2025-07-10 14:10:00+03:00,111125.81,111125.81,111041.17,111081.49,31.17404
2025-07-10 14:15:00+03:00,111081.49,111088.21,111048.52,111080.98,24.16848
2025-07-10 14:20:00+03:00,111080.97,111151.64,111080.97,111112.47,35.76756
2025-07-10 14:25:00+03:00,111112.47,111173.95,111093.12,111165.25,29.18806
2025-07-10 14:30:00+03:00,111165.26,111165.26,111090.0,111090.0,15.81046
2025-07-10 14:35:00+03:00,111090.01,111095.76,111033.52,111033.52,32.11469
2025-07-10 14:40:00+03:00,111033.53,111090.01,111033.52,111085.67,24.20147
2025-07-10 14:45:00+03:00,111085.68,111085.68,111054.28,111054.28,22.95914
2025-07-10 14:50:00+03:00,111054.28,111054.29,110988.92,110988.92,49.4601
2025-07-10 14:55:00+03:00,110988.92,111020.0,110967.0,111019.99,35.00712
2025-07-10 15:00:00+03:00,111019.99,111020.0,110860.94,110892.21,38.17904
2025-07-10 15:05:00+03:00,110892.22,110895.48,110837.08,110871.99,22.23192
2025-07-10 15:10:00+03:00,110871.99,110872.0,110794.46,110812.87,71.32535
2025-07-10 15:15:00+03:00,110812.86,110835.15,110796.07,110835.14,18.18813
2025-07-10 15:20:00+03:00,110835.15,110838.31,110805.12,110805.13,12.89776
2025-07-10 15:25:00+03:00,110805.12,110948.06,110752.35,110921.4,62.15008
2025-07-10 15:30:00+03:00,110921.41,110932.94,110824.89,110854.22,21.68947
2025-07-10 15:35:00+03:00,110854.21,110854.22,110838.23,110853.08,14.20576
2025-07-10 15:40:00+03:00,110853.09,110853.09,110834.33,110835.76,10.84958
2025-07-10 15:45:00+03:00,110835.76,110838.31,110800.0,110838.31,20.83079
2025-07-10 15:50:00+03:00,110838.31,110838.31,110780.0,110820.01,31.59809
2025-07-10 15:55:00+03:00,110820.01,110869.01,110792.96,110869.0,33.51262
2025-07-10 16:00:00+03:00,110869.0,110975.04,110823.24,110911.27,34.6016
2025-07-10 16:05:00+03:00,110911.27,110927.11,110872.59,110872.59,16.13227
2025-07-10 16:10:00+03:00,110872.59,110899.86,110825.54,110899.85,17.31568
2025-07-10 16:15:00+03:00,110899.85,110948.54,110884.0,110937.44,22.89407
2025-07-10 16:20:00+03:00,110937.44,111000.0,110913.52,110965.18,54.14507
2025-07-10 16:25:00+03:00,110965.18,111039.99,110950.26,111039.99,18.72775
2025-07-10 16:30:00+03:00,111039.99,111039.99,110708.62,110708.63,43.92433
2025-07-10 16:35:00+03:00,110708.62,110832.0,110671.72,110772.21,51.22458
2025-07-10 16:40:00+03:00,110772.21,110815.64,110500.0,110798.3,114.81005
2025-07-10 16:45:00+03:00,110798.95,111000.0,110611.09,110629.32,86.60457
2025-07-10 16:50:00+03:00,110629.32,110839.81,110629.32,110829.13,42.31451
2025-07-10 16:55:00+03:00,110829.13,110853.85,110647.45,110800.01,41.5747
2025-07-10 17:00:00+03:00,110801.78,110858.99,110642.3,110839.99,53.0504
2025-07-10 17:05:00+03:00,110840.0,111073.92,110718.16,110990.28,74.02219
2025-07-10 17:10:00+03:00,110990.28,111129.71,110987.73,111095.11,63.61186
2025-07-10 17:15:00+03:00,111095.11,111290.0,111095.11,111290.0,96.09246
2025-07-10 17:20:00+03:00,111289.99,111319.24,111010.47,111035.0,72.24094
2025-07-10 17:25:00+03:00,111035.01,111035.01,110714.28,110872.0,92.31578
2025-07-10 17:30:00+03:00,110871.99,111015.0,110844.0,110972.0,34.87623
2025-07-10 17:35:00+03:00,110972.0,111178.52,110972.0,111129.99,54.43103
2025-07-10 17:40:00+03:00,111130.0,111130.0,111048.53,111059.98,45.91072
2025-07-10 17:45:00+03:00,111059.98,111140.0,110984.32,111140.0,47.49749
2025-07-10 17:50:00+03:00,111140.0,111230.4,111139.99,111209.03,43.64109
2025-07-10 17:55:00+03:00,111209.04,111249.99,111152.41,111247.57,51.99358
2025-07-10 18:00:00+03:00,111247.56,111300.0,111186.49,111227.3,97.58963
2025-07-10 18:05:00+03:00,111227.3,111250.0,111150.0,111185.31,50.12837
2025-07-10 18:10:00+03:00,111185.32,111185.32,110969.51,110994.83,43.97639
2025-07-10 18:15:00+03:00,110994.83,111300.5,110994.83,111300.49,47.56039
2025-07-10 18:20:00+03:00,111300.49,111360.0,111108.22,111202.2,75.00721
2025-07-10 18:25:00+03:00,111202.19,111360.27,111200.22,111331.14,34.66236
2025-07-10 18:30:00+03:00,111331.14,111408.24,111237.43,111277.65,35.89203
2025-07-10 18:35:00+03:00,111277.65,111297.94,111227.39,111267.71,22.11944
2025-07-10 18:40:00+03:00,111267.71,111299.91,111092.0,111178.47,88.65088
2025-07-10 18:45:00+03:00,111179.11,111288.84,111156.84,111288.84,24.24546
2025-07-10 18:50:00+03:00,111288.84,111366.26,111273.82,111366.26,26.10015
2025-07-10 18:55:00+03:00,111366.25,111408.41,111344.62,111408.4,43.67352
2025-07-10 19:00:00+03:00,111408.4,111430.03,111322.32,111374.67,47.71633
2025-07-10 19:05:00+03:00,111374.66,111491.23,111367.01,111426.71,59.30203
2025-07-10 19:10:00+03:00,111426.7,111495.07,111397.2,111472.62,31.18849
2025-07-10 19:15:00+03:00,111472.63,111717.34,111472.62,111715.43,155.60654
2025-07-10 19:20:00+03:00,111715.43,112288.47,111715.42,112288.47,603.26768
2025-07-10 19:25:00+03:00,112288.46,112549.33,112254.79,112376.92,437.46796
2025-07-10 19:30:00+03:00,112376.92,112700.0,112376.92,112643.8,363.25108
2025-07-10 19:35:00+03:00,112643.81,112725.38,112436.71,112695.04,216.15503
2025-07-10 19:40:00+03:00,112695.05,112721.0,112566.5,112637.66,161.34108
2025-07-10 19:45:00+03:00,112637.66,112660.0,112421.89,112517.67,159.37451
2025-07-10 19:50:00+03:00,112517.66,112600.0,112401.56,112590.12,117.89242
2025-07-10 19:55:00+03:00,112590.12,112660.0,112547.99,112643.48,93.82225
2025-07-10 20:00:00+03:00,112643.47,112700.0,112545.95,112699.99,263.84904
2025-07-10 20:05:00+03:00,112700.0,113299.98,112699.99,113292.28,696.26756
2025-07-10 20:10:00+03:00,113292.29,113459.0,113120.49,113433.07,349.60962
2025-07-10 20:15:00+03:00,113433.08,113444.65,113142.37,113246.35,161.36939
2025-07-10 20:20:00+03:00,113246.34,113416.6,113246.34,113401.8,143.40008
2025-07-10 20:25:00+03:00,113401.8,113454.03,113252.97,113454.02,152.90458
2025-07-10 20:30:00+03:00,113454.03,113739.03,113422.09,113587.76,343.567401
2025-07-10 20:35:00+03:00,113587.75,113683.83,113470.66,113640.62,152.30585
2025-07-10 20:40:00+03:00,113640.63,113695.16,113590.75,113619.98,123.80326
2025-07-10 20:45:00+03:00,113619.99,113624.41,113444.99,113510.77,106.97405
2025-07-10 20:50:00+03:00,113510.76,113788.23,113510.76,113752.1,137.84426
2025-07-10 20:55:00+03:00,113752.1,113782.31,113650.0,113722.82,125.48091
2025-07-10 21:00:00+03:00,113722.83,113760.97,113519.03,113588.97,133.5465
