timestamp,close,recent_high,recent_low,signal
2025-07-10 07:50:00+03:00,111115.22,,,0
2025-07-10 07:55:00+03:00,111150.0,,,0
2025-07-10 08:00:00+03:00,111068.47,,,0
2025-07-10 08:05:00+03:00,110980.0,,,0
2025-07-10 08:10:00+03:00,110986.91,,,0
2025-07-10 08:15:00+03:00,110971.0,,,0
2025-07-10 08:20:00+03:00,110940.26,,,0
2025-07-10 08:25:00+03:00,110993.61,,,0
2025-07-10 08:30:00+03:00,110950.7,,,0
2025-07-10 08:35:00+03:00,110950.71,,,0
2025-07-10 08:40:00+03:00,110950.71,,,0
2025-07-10 08:45:00+03:00,110949.4,,,0
2025-07-10 08:50:00+03:00,111042.38,,,0
2025-07-10 08:55:00+03:00,111086.14,,,0
2025-07-10 09:00:00+03:00,111157.01,,,0
2025-07-10 09:05:00+03:00,111095.28,,,0
2025-07-10 09:10:00+03:00,111142.0,,,0
2025-07-10 09:15:00+03:00,111153.32,,,0
2025-07-10 09:20:00+03:00,111254.95,,,0
2025-07-10 09:25:00+03:00,111278.66,111278.66,110940.26,0
2025-07-10 09:30:00+03:00,111254.76,111278.66,110940.26,0
2025-07-10 09:35:00+03:00,111159.2,111278.66,110940.26,0
2025-07-10 09:40:00+03:00,111141.93,111278.66,110940.26,0
2025-07-10 09:45:00+03:00,111197.07,111278.66,110940.26,0
2025-07-10 09:50:00+03:00,111258.27,111278.66,110940.26,0
2025-07-10 09:55:00+03:00,111233.34,111278.66,110940.26,0
2025-07-10 10:00:00+03:00,111249.75,111278.66,110949.4,0
2025-07-10 10:05:00+03:00,111432.45,111432.45,110949.4,1
2025-07-10 10:10:00+03:00,111394.53,111432.45,110949.4,0
2025-07-10 10:15:00+03:00,111372.0,111432.45,110949.4,0
2025-07-10 10:20:00+03:00,111336.01,111432.45,110949.4,0
2025-07-10 10:25:00+03:00,111363.89,111432.45,111042.38,0
2025-07-10 10:30:00+03:00,111349.5,111432.45,111086.14,0
2025-07-10 10:35:00+03:00,111250.01,111432.45,111095.28,0
2025-07-10 10:40:00+03:00,111277.32,111432.45,111095.28,0
2025-07-10 10:45:00+03:00,111255.01,111432.45,111141.93,0
2025-07-10 10:50:00+03:00,111224.59,111432.45,111141.93,0
2025-07-10 10:55:00+03:00,111230.0,111432.45,111141.93,0
2025-07-10 11:00:00+03:00,111146.93,111432.45,111141.93,0
2025-07-10 11:05:00+03:00,111125.01,111432.45,111125.01,-1
2025-07-10 11:10:00+03:00,111123.94,111432.45,111123.94,-1
2025-07-10 11:15:00+03:00,111276.91,111432.45,111123.94,0
2025-07-10 11:20:00+03:00,111263.0,111432.45,111123.94,0
2025-07-10 11:25:00+03:00,111260.33,111432.45,111123.94,0
2025-07-10 11:30:00+03:00,111274.82,111432.45,111123.94,0
2025-07-10 11:35:00+03:00,111349.96,111432.45,111123.94,0
2025-07-10 11:40:00+03:00,111386.89,111432.45,111123.94,0
2025-07-10 11:45:00+03:00,111335.06,111394.53,111123.94,0
2025-07-10 11:50:00+03:00,111243.99,111386.89,111123.94,0
2025-07-10 11:55:00+03:00,111233.33,111386.89,111123.94,0
2025-07-10 12:00:00+03:00,111189.6,111386.89,111123.94,0
2025-07-10 12:05:00+03:00,111180.32,111386.89,111123.94,0
2025-07-10 12:10:00+03:00,111160.37,111386.89,111123.94,0
2025-07-10 12:15:00+03:00,111200.01,111386.89,111123.94,0
2025-07-10 12:20:00+03:00,111115.42,111386.89,111115.42,-1
2025-07-10 12:25:00+03:00,111130.0,111386.89,111115.42,0
2025-07-10 12:30:00+03:00,111127.99,111386.89,111115.42,0
2025-07-10 12:35:00+03:00,111130.5,111386.89,111115.42,0
2025-07-10 12:40:00+03:00,111086.28,111386.89,111086.28,-1
2025-07-10 12:45:00+03:00,111086.72,111386.89,111086.28,0
2025-07-10 12:50:00+03:00,111084.28,111386.89,111084.28,-1
2025-07-10 12:55:00+03:00,111041.36,111386.89,111041.36,-1
2025-07-10 13:00:00+03:00,111014.7,111386.89,111014.7,-1
2025-07-10 13:05:00+03:00,111011.0,111386.89,111011.0,-1
2025-07-10 13:10:00+03:00,110991.17,111386.89,110991.17,-1
2025-07-10 13:15:00+03:00,111024.93,111386.89,110991.17,0
2025-07-10 13:20:00+03:00,111009.88,111335.06,110991.17,0
2025-07-10 13:25:00+03:00,111009.88,111243.99,110991.17,0
2025-07-10 13:30:00+03:00,111048.86,111233.33,110991.17,0
2025-07-10 13:35:00+03:00,111046.54,111200.01,110991.17,0
2025-07-10 13:40:00+03:00,110944.01,111200.01,110944.01,-1
2025-07-10 13:45:00+03:00,110903.32,111200.01,110903.32,-1
2025-07-10 13:50:00+03:00,111035.67,111200.01,110903.32,0
2025-07-10 13:55:00+03:00,111088.51,111130.5,110903.32,0
2025-07-10 14:00:00+03:00,111054.84,111130.5,110903.32,0
2025-07-10 14:05:00+03:00,111125.8,111130.5,110903.32,0
2025-07-10 14:10:00+03:00,111081.49,111130.5,110903.32,0
2025-07-10 14:15:00+03:00,111080.98,111125.8,110903.32,0
2025-07-10 14:20:00+03:00,111112.47,111125.8,110903.32,0
2025-07-10 14:25:00+03:00,111165.25,111165.25,110903.32,1
2025-07-10 14:30:00+03:00,111090.0,111165.25,110903.32,0
2025-07-10 14:35:00+03:00,111033.52,111165.25,110903.32,0
2025-07-10 14:40:00+03:00,111085.67,111165.25,110903.32,0
2025-07-10 14:45:00+03:00,111054.28,111165.25,110903.32,0
2025-07-10 14:50:00+03:00,110988.92,111165.25,110903.32,0
2025-07-10 14:55:00+03:00,111019.99,111165.25,110903.32,0
2025-07-10 15:00:00+03:00,110892.21,111165.25,110892.21,-1
2025-07-10 15:05:00+03:00,110871.99,111165.25,110871.99,-1
2025-07-10 15:10:00+03:00,110812.87,111165.25,110812.87,-1
2025-07-10 15:15:00+03:00,110835.14,111165.25,110812.87,0
2025-07-10 15:20:00+03:00,110805.13,111165.25,110805.13,-1
2025-07-10 15:25:00+03:00,110921.4,111165.25,110805.13,0
2025-07-10 15:30:00+03:00,110854.22,111165.25,110805.13,0
2025-07-10 15:35:00+03:00,110853.08,111165.25,110805.13,0
2025-07-10 15:40:00+03:00,110835.76,111165.25,110805.13,0
2025-07-10 15:45:00+03:00,110838.31,111165.25,110805.13,0
2025-07-10 15:50:00+03:00,110820.01,111165.25,110805.13,0
2025-07-10 15:55:00+03:00,110869.0,111165.25,110805.13,0
2025-07-10 16:00:00+03:00,110911.27,111165.25,110805.13,0
2025-07-10 16:05:00+03:00,110872.59,111090.0,110805.13,0
2025-07-10 16:10:00+03:00,110899.85,111085.67,110805.13,0
2025-07-10 16:15:00+03:00,110937.44,111085.67,110805.13,0
2025-07-10 16:20:00+03:00,110965.18,111054.28,110805.13,0
2025-07-10 16:25:00+03:00,111039.99,111039.99,110805.13,0
2025-07-10 16:30:00+03:00,110708.63,111039.99,110708.63,-1
2025-07-10 16:35:00+03:00,110772.21,111039.99,110708.63,0
2025-07-10 16:40:00+03:00,110798.3,111039.99,110708.63,0
2025-07-10 16:45:00+03:00,110629.32,111039.99,110629.32,-1
2025-07-10 16:50:00+03:00,110829.13,111039.99,110629.32,0
2025-07-10 16:55:00+03:00,110800.01,111039.99,110629.32,0
2025-07-10 17:00:00+03:00,110839.99,111039.99,110629.32,0
2025-07-10 17:05:00+03:00,110990.28,111039.99,110629.32,0
2025-07-10 17:10:00+03:00,111095.11,111095.11,110629.32,1
2025-07-10 17:15:00+03:00,111290.0,111290.0,110629.32,1
2025-07-10 17:20:00+03:00,111035.0,111290.0,110629.32,0
2025-07-10 17:25:00+03:00,110872.0,111290.0,110629.32,0
2025-07-10 17:30:00+03:00,110972.0,111290.0,110629.32,0
2025-07-10 17:35:00+03:00,111129.99,111290.0,110629.32,0
2025-07-10 17:40:00+03:00,111059.98,111290.0,110629.32,0
