timestamp,close,sma_short,sma_long,signal
2025-07-10 07:50:00+03:00,111115.22,,,0
2025-07-10 07:55:00+03:00,111150.0,,,0
2025-07-10 08:00:00+03:00,111068.47,,,0
2025-07-10 08:05:00+03:00,110980.0,,,0
2025-07-10 08:10:00+03:00,110986.91,,,0
2025-07-10 08:15:00+03:00,110971.0,,,0
2025-07-10 08:20:00+03:00,110940.26,,,0
2025-07-10 08:25:00+03:00,110993.61,,,0
2025-07-10 08:30:00+03:00,110950.7,,,0
2025-07-10 08:35:00+03:00,110950.71,111010.69,,0
2025-07-10 08:40:00+03:00,110950.71,110994.24,,0
2025-07-10 08:45:00+03:00,110949.4,110974.18,,0
2025-07-10 08:50:00+03:00,111042.38,110971.57,,0
2025-07-10 08:55:00+03:00,111086.14,110982.18,,0
2025-07-10 09:00:00+03:00,111157.01,110999.19,,0
2025-07-10 09:05:00+03:00,111095.28,111011.62,,0
2025-07-10 09:10:00+03:00,111142.0,111031.79,,0
2025-07-10 09:15:00+03:00,111153.32,111047.77,,0
2025-07-10 09:20:00+03:00,111254.95,111078.19,,0
2025-07-10 09:25:00+03:00,111278.66,111110.99,,0
2025-07-10 09:30:00+03:00,111254.76,111141.39,,0
2025-07-10 09:35:00+03:00,111159.2,111162.37,,0
2025-07-10 09:40:00+03:00,111141.93,111172.32,,0
2025-07-10 09:45:00+03:00,111197.07,111183.42,,0
2025-07-10 09:50:00+03:00,111258.27,111193.54,,0
2025-07-10 09:55:00+03:00,111233.34,111207.35,,0
2025-07-10 10:00:00+03:00,111249.75,111218.12,,0
2025-07-10 10:05:00+03:00,111432.45,111246.04,,0
2025-07-10 10:10:00+03:00,111394.53,111260.0,,0
2025-07-10 10:15:00+03:00,111372.0,111269.33,,0
2025-07-10 10:20:00+03:00,111336.01,111277.46,,0
2025-07-10 10:25:00+03:00,111363.89,111297.92,,0
2025-07-10 10:30:00+03:00,111349.5,111318.68,,0
2025-07-10 10:35:00+03:00,111250.01,111323.98,,0
2025-07-10 10:40:00+03:00,111277.32,111325.88,,0
2025-07-10 10:45:00+03:00,111255.01,111328.05,,0
2025-07-10 10:50:00+03:00,111224.59,111325.53,,0
2025-07-10 10:55:00+03:00,111230.0,111305.29,,0
2025-07-10 11:00:00+03:00,111146.93,111280.53,,0
2025-07-10 11:05:00+03:00,111125.01,111255.83,,0
2025-07-10 11:10:00+03:00,111123.94,111234.62,,0
2025-07-10 11:15:00+03:00,111276.91,111225.92,,0
2025-07-10 11:20:00+03:00,111263.0,111217.27,,0
2025-07-10 11:25:00+03:00,111260.33,111218.3,,0
2025-07-10 11:30:00+03:00,111274.82,111218.05,,0
2025-07-10 11:35:00+03:00,111349.96,111227.55,,0
2025-07-10 11:40:00+03:00,111386.89,111243.78,,0
2025-07-10 11:45:00+03:00,111335.06,111254.28,,0
2025-07-10 11:50:00+03:00,111243.99,111263.99,,0
2025-07-10 11:55:00+03:00,111233.33,111274.82,111184.33,1
2025-07-10 12:00:00+03:00,111189.6,111281.39,111185.82,1
2025-07-10 12:05:00+03:00,111180.32,111271.73,111186.42,1
2025-07-10 12:10:00+03:00,111160.37,111261.47,111188.26,1
2025-07-10 12:15:00+03:00,111200.01,111255.44,111192.66,1
2025-07-10 12:20:00+03:00,111115.42,111239.5,111195.23,1
2025-07-10 12:25:00+03:00,111130.0,111217.5,111198.41,1
2025-07-10 12:30:00+03:00,111127.99,111191.61,111202.17,-1
2025-07-10 12:35:00+03:00,111130.5,111171.15,111204.91,-1
2025-07-10 12:40:00+03:00,111086.28,111155.38,111207.62,-1
2025-07-10 12:45:00+03:00,111086.72,111140.72,111210.34,-1
2025-07-10 12:50:00+03:00,111084.28,111130.19,111213.01,-1
2025-07-10 12:55:00+03:00,111041.36,111116.29,111214.85,-1
2025-07-10 13:00:00+03:00,111014.7,111101.73,111214.29,-1
2025-07-10 13:05:00+03:00,111011.0,111082.82,111212.79,-1
2025-07-10 13:10:00+03:00,110991.17,111070.4,111209.47,-1
2025-07-10 13:15:00+03:00,111024.93,111059.89,111208.07,-1
2025-07-10 13:20:00+03:00,111009.88,111048.08,111205.43,-1
2025-07-10 13:25:00+03:00,111009.88,111036.02,111202.56,-1
2025-07-10 13:30:00+03:00,111048.86,111032.28,111198.43,-1
2025-07-10 13:35:00+03:00,111046.54,111028.26,111193.79,-1
2025-07-10 13:40:00+03:00,110944.01,111014.23,111187.58,-1
2025-07-10 13:45:00+03:00,110903.32,111000.43,111182.46,-1
2025-07-10 13:50:00+03:00,111035.67,111002.53,111180.33,-1
2025-07-10 13:55:00+03:00,111088.51,111010.28,111178.16,-1
2025-07-10 14:00:00+03:00,111054.84,111016.64,111174.09,-1
2025-07-10 14:05:00+03:00,111125.8,111026.73,111171.94,-1
2025-07-10 14:10:00+03:00,111081.49,111033.89,111168.58,-1
2025-07-10 14:15:00+03:00,111080.98,111041.0,111161.55,-1
2025-07-10 14:20:00+03:00,111112.47,111047.36,111155.91,-1
2025-07-10 14:25:00+03:00,111165.25,111059.23,111151.77,-1
2025-07-10 14:30:00+03:00,111090.0,111073.83,111146.85,-1
2025-07-10 14:35:00+03:00,111033.52,111086.85,111140.25,-1
2025-07-10 14:40:00+03:00,111085.67,111091.85,111134.97,-1
2025-07-10 14:45:00+03:00,111054.28,111088.43,111131.05,-1
2025-07-10 14:50:00+03:00,110988.92,111081.84,111125.29,-1
2025-07-10 14:55:00+03:00,111019.99,111071.26,111120.59,-1
2025-07-10 15:00:00+03:00,110892.21,111052.33,111113.94,-1
2025-07-10 15:05:00+03:00,110871.99,111031.43,111106.78,-1
2025-07-10 15:10:00+03:00,110812.87,111001.47,111100.1,-1
2025-07-10 15:15:00+03:00,110835.14,110968.46,111094.3,-1
2025-07-10 15:20:00+03:00,110805.13,110939.97,111087.92,-1
2025-07-10 15:25:00+03:00,110921.4,110928.76,111080.81,-1
2025-07-10 15:30:00+03:00,110854.22,110905.62,111072.64,-1
2025-07-10 15:35:00+03:00,110853.08,110885.5,111064.49,-1
2025-07-10 15:40:00+03:00,110835.76,110870.18,111055.71,-1
2025-07-10 15:45:00+03:00,110838.31,110852.01,111045.48,-1
2025-07-10 15:50:00+03:00,110820.01,110844.79,111034.14,-1
2025-07-10 15:55:00+03:00,110869.0,110844.49,111024.82,-1
2025-07-10 16:00:00+03:00,110911.27,110854.33,111018.16,-1
2025-07-10 16:05:00+03:00,110872.59,110858.08,111010.95,-1
2025-07-10 16:10:00+03:00,110899.85,110867.55,111005.16,-1
2025-07-10 16:15:00+03:00,110937.44,110869.15,111000.3,-1
2025-07-10 16:20:00+03:00,110965.18,110880.25,110996.39,-1
2025-07-10 16:25:00+03:00,111039.99,110898.94,110993.19,-1
2025-07-10 16:30:00+03:00,110708.63,110886.23,110985.06,-1
2025-07-10 16:35:00+03:00,110772.21,110879.62,110977.9,-1
2025-07-10 16:40:00+03:00,110798.3,110877.45,110971.31,-1
2025-07-10 16:45:00+03:00,110629.32,110853.48,110961.28,-1
2025-07-10 16:50:00+03:00,110829.13,110845.26,110956.14,-1
2025-07-10 16:55:00+03:00,110800.01,110838.01,110950.41,-1
2025-07-10 17:00:00+03:00,110839.99,110832.02,110945.52,-1
2025-07-10 17:05:00+03:00,110990.28,110837.3,110944.5,-1
2025-07-10 17:10:00+03:00,111095.11,110850.3,110946.11,-1
2025-07-10 17:15:00+03:00,111290.0,110875.3,110951.69,-1
2025-07-10 17:20:00+03:00,111035.0,110907.94,110952.56,-1
2025-07-10 17:25:00+03:00,110872.0,110917.91,110949.51,-1
2025-07-10 17:30:00+03:00,110972.0,110935.28,110948.75,-1
2025-07-10 17:35:00+03:00,111129.99,110985.35,110951.15,1
2025-07-10 17:40:00+03:00,111059.98,111008.44,110951.37,1
2025-07-10 17:45:00+03:00,111140.0,111042.44,110953.24,1
