timestamp,open,high,low,close,volume
2025-07-09 15:40:00+03:00,109500.0,109500.0,109416.38,109450.0,81.93891
2025-07-09 15:45:00+03:00,109450.0,109473.91,109387.59,109454.0,78.52032
2025-07-09 15:50:00+03:00,109453.99,109454.0,109395.5,109403.0,63.4772
2025-07-09 15:55:00+03:00,109402.99,109403.0,109273.39,109330.77,52.52503
2025-07-09 16:00:00+03:00,109330.76,109455.0,109330.76,109455.0,41.81743
2025-07-09 16:05:00+03:00,109454.99,109769.39,109454.99,109728.99,306.51688
2025-07-09 16:10:00+03:00,109729.0,109766.6,109685.33,109707.9,62.46496
2025-07-09 16:15:00+03:00,109707.9,109720.8,109647.66,109666.01,104.61375
2025-07-09 16:20:00+03:00,109666.0,109671.0,109573.15,109584.32,175.39913
2025-07-09 16:25:00+03:00,109584.32,109626.53,109561.63,109576.59,76.8486
2025-07-09 16:30:00+03:00,109576.59,109698.15,109452.0,109466.0,193.2587
2025-07-09 16:35:00+03:00,109466.76,109507.42,109387.51,109444.33,78.07865
2025-07-09 16:40:00+03:00,109444.33,109492.58,109362.0,109444.0,63.63185
2025-07-09 16:45:00+03:00,109443.99,109563.41,109390.43,109563.41,71.01529
2025-07-09 16:50:00+03:00,109563.4,109563.41,109297.1,109347.19,100.13483
2025-07-09 16:55:00+03:00,109347.2,109393.0,109128.72,109184.0,126.91865
2025-07-09 17:00:00+03:00,109183.99,109212.01,109141.33,109156.0,37.6296
2025-07-09 17:05:00+03:00,109156.01,109340.82,109131.44,109206.61,63.86354
2025-07-09 17:10:00+03:00,109206.6,109332.79,109182.12,109268.72,30.46433
2025-07-09 17:15:00+03:00,109268.72,109391.89,109233.85,109341.27,34.51736
2025-07-09 17:20:00+03:00,109341.28,109388.19,109340.92,109377.32,19.49994
2025-07-09 17:25:00+03:00,109377.32,109460.94,108907.0,108908.94,128.16127
2025-07-09 17:30:00+03:00,108908.94,108908.94,108660.76,108801.66,153.51197
2025-07-09 17:35:00+03:00,108801.66,108801.66,108503.0,108606.3,99.61146
2025-07-09 17:40:00+03:00,108606.31,108725.76,108578.21,108716.59,76.71801
2025-07-09 17:45:00+03:00,108716.58,108749.24,108600.0,108681.68,228.50281
2025-07-09 17:50:00+03:00,108681.68,108860.0,108620.0,108780.03,155.7245
2025-07-09 17:55:00+03:00,108780.03,109036.0,108780.02,108900.29,94.9738
2025-07-09 18:00:00+03:00,108900.29,109215.69,108877.15,109180.01,51.96943
2025-07-09 18:05:00+03:00,109180.0,109185.0,109028.0,109028.02,129.55048
2025-07-09 18:10:00+03:00,109028.02,109052.72,108821.75,108829.09,88.90623
2025-07-09 18:15:00+03:00,108829.1,108973.98,108829.1,108973.98,30.82587
2025-07-09 18:20:00+03:00,108973.98,109031.56,108973.97,109014.63,69.8494
2025-07-09 18:25:00+03:00,109014.64,109067.09,108974.03,108993.0,59.99886
2025-07-09 18:30:00+03:00,108993.0,109044.55,108935.57,108969.14,69.84233
2025-07-09 18:35:00+03:00,108969.15,109014.63,108816.52,108849.76,40.39533
2025-07-09 18:40:00+03:00,108849.76,108888.15,108833.82,108875.99,35.27535
2025-07-09 18:45:00+03:00,108875.99,109000.48,108875.99,108982.2,29.94355
2025-07-09 18:50:00+03:00,108982.2,109076.19,108982.2,109047.77,40.03486
2025-07-09 18:55:00+03:00,109047.77,109116.26,109041.0,109071.32,20.28881
2025-07-09 19:00:00+03:00,109071.32,109138.65,109071.32,109085.28,25.01295
2025-07-09 19:05:00+03:00,109085.28,109098.16,109047.49,109098.15,38.63205
2025-07-09 19:10:00+03:00,109098.16,109205.64,109089.98,109139.41,31.66007
2025-07-09 19:15:00+03:00,109139.41,109244.71,109104.69,109216.0,21.70224
2025-07-09 19:20:00+03:00,109215.99,109278.41,109134.0,109159.98,25.48001
2025-07-09 19:25:00+03:00,109159.99,109240.0,109122.34,109203.85,16.43416
2025-07-09 19:30:00+03:00,109203.84,109341.74,109203.84,109312.89,24.46455
2025-07-09 19:35:00+03:00,109312.88,109350.0,109269.66,109269.66,19.77541
2025-07-09 19:40:00+03:00,109269.66,109314.21,109254.46,109314.2,28.84838
2025-07-09 19:45:00+03:00,109314.2,109400.0,109300.0,109399.99,50.13622
2025-07-09 19:50:00+03:00,109400.0,109475.29,109399.99,109415.01,33.43374
2025-07-09 19:55:00+03:00,109415.0,109415.01,109367.36,109408.71,22.69371
