timestamp,close,sma_short,sma_long,signal
2025-07-09 15:40:00+03:00,109450.0,,,0
2025-07-09 15:45:00+03:00,109454.0,,,0
2025-07-09 15:50:00+03:00,109403.0,,,0
2025-07-09 15:55:00+03:00,109330.77,,,0
2025-07-09 16:00:00+03:00,109455.0,,,0
2025-07-09 16:05:00+03:00,109728.99,,,0
2025-07-09 16:10:00+03:00,109707.9,,,0
2025-07-09 16:15:00+03:00,109666.01,,,0
2025-07-09 16:20:00+03:00,109584.32,,,0
2025-07-09 16:25:00+03:00,109576.59,109535.66,,0
2025-07-09 16:30:00+03:00,109466.0,109537.26,,0
2025-07-09 16:35:00+03:00,109444.33,109536.29,,0
2025-07-09 16:40:00+03:00,109444.0,109540.39,,0
2025-07-09 16:45:00+03:00,109563.41,109563.66,,0
2025-07-09 16:50:00+03:00,109347.19,109552.87,,0
2025-07-09 16:55:00+03:00,109184.0,109498.38,,0
2025-07-09 17:00:00+03:00,109156.0,109443.19,,0
2025-07-09 17:05:00+03:00,109206.61,109397.24,,0
2025-07-09 17:10:00+03:00,109268.72,109365.69,,0
2025-07-09 17:15:00+03:00,109341.27,109342.15,,0
2025-07-09 17:20:00+03:00,109377.32,109333.28,,0
2025-07-09 17:25:00+03:00,108908.94,109279.75,,0
2025-07-09 17:30:00+03:00,108801.66,109215.51,,0
2025-07-09 17:35:00+03:00,108606.3,109119.8,,0
2025-07-09 17:40:00+03:00,108716.59,109056.74,,0
2025-07-09 17:45:00+03:00,108681.68,109006.51,,0
2025-07-09 17:50:00+03:00,108780.03,108968.91,,0
2025-07-09 17:55:00+03:00,108900.29,108938.28,,0
2025-07-09 18:00:00+03:00,109180.01,108929.41,,0
2025-07-09 18:05:00+03:00,109028.02,108898.08,,0
2025-07-09 18:10:00+03:00,108829.09,108843.26,,0
2025-07-09 18:15:00+03:00,108973.98,108849.76,,0
2025-07-09 18:20:00+03:00,109014.63,108871.06,,0
2025-07-09 18:25:00+03:00,108993.0,108909.73,,0
2025-07-09 18:30:00+03:00,108969.14,108934.99,,0
2025-07-09 18:35:00+03:00,108849.76,108951.8,,0
2025-07-09 18:40:00+03:00,108875.99,108961.39,,0
2025-07-09 18:45:00+03:00,108982.2,108969.58,,0
2025-07-09 18:50:00+03:00,109047.77,108956.36,,0
2025-07-09 18:55:00+03:00,109071.32,108960.69,,0
2025-07-09 19:00:00+03:00,109085.28,108986.31,,0
2025-07-09 19:05:00+03:00,109098.15,108998.72,,0
2025-07-09 19:10:00+03:00,109139.41,109011.2,,0
2025-07-09 19:15:00+03:00,109216.0,109033.5,,0
2025-07-09 19:20:00+03:00,109159.98,109052.59,,0
2025-07-09 19:25:00+03:00,109203.85,109088.0,,0
2025-07-09 19:30:00+03:00,109312.89,109131.69,,0
2025-07-09 19:35:00+03:00,109269.66,109160.43,,0
2025-07-09 19:40:00+03:00,109314.2,109187.07,,0
2025-07-09 19:45:00+03:00,109399.99,109219.94,109191.3,1
2025-07-09 19:50:00+03:00,109415.01,109252.91,109190.6,1
2025-07-09 19:55:00+03:00,109408.71,109283.97,109189.7,1
2025-07-09 20:00:00+03:00,109268.99,109296.93,109187.02,1
2025-07-09 20:05:00+03:00,109416.61,109316.99,109188.74,1
2025-07-09 20:10:00+03:00,109267.87,109327.78,109184.99,1
2025-07-09 20:15:00+03:00,109237.66,109331.16,109175.17,1
2025-07-09 20:20:00+03:00,109218.99,109321.77,109165.39,1
